Player,Runs,Not_Out,BF,Fours,Sixes,SR,Inns,Opposition,Ground,Start_Date
WAE Burton,84,1,45,5,7,186.66,1,Slovenia,Belgrade,2025-06-08
SA Yadav,84,1,49,10,4,171.42,1,U.S.A.,Wankhede,2026-02-07
FH Allen,84,1,50,5,5,168.0,2,U.A.E.,Chennai,2026-02-10
Muhammad Waseem,84,0,44,3,8,190.9,1,Oman,Al Amerat,2022-02-14
Rahmanullah Gurbaz,84,0,45,4,6,186.66,1,Sri Lanka,Sharjah,2022-09-03
AD Hales,84,0,51,12,3,164.7,1,Australia,Perth,2022-10-09
A Johnson,84,0,52,6,6,161.53,1,Saudi Arabia,Al Amerat,2022-11-15
K Motlhanka,84,0,66,15,1,127.27,1,Ghana,Benoni,2023-12-11
JC Buttler,84,0,51,8,3,164.7,1,Pakistan,Birmingham,2024-05-25
Luka Woods,84,0,55,7,6,152.72,1,Slovenia,Ljubljana,2024-06-30
D Norotam,84,0,55,8,4,152.72,1,Norway,Albergaria,2025-04-09
BM Duckett,84,0,46,10,2,182.6,1,West Indies,Southampton,2025-06-10
Arun Yadav,84,0,32,9,6,262.5,2,Bahrain,Blantyre,2025-07-08
Ahmed Faiz,84,0,43,8,4,195.34,2,Samoa,Singapore,2025-07-24
Muhammad Waseem,84,0,53,9,4,158.49,2,Malaysia,Al Amerat,2025-10-10
Darwish Rasooli,84,0,59,8,2,142.37,1,West Indies,Dubai (DICS),2026-01-19
Abhishek Sharma,84,0,35,5,8,240.0,1,New Zealand,Nagpur,2026-01-21
HG Munsey,84,0,54,13,2,155.55,1,Italy,Eden Gardens,2026-02-09
Rahmanullah Gurbaz,84,0,42,4,7,200.0,2,South Africa,Ahmedabad,2026-02-11
Fakhar Zaman,84,0,42,9,4,200.0,1,Sri Lanka,Pallekele,2026-02-28
JC Buttler,83,1,38,6,7,218.42,2,U.S.A.,Bridgetown,2024-06-23
Towhid Hridoy,83,1,50,7,3,166.0,2,Ireland,Chattogram,2025-11-27
DS Airee,83,0,47,6,4,176.59,1,Philippines,Al Amerat,2022-02-19
WAE Burton,83,0,27,8,8,307.4,1,Bulgaria,Sofia,2022-06-24
TP Ura,83,0,33,4,8,251.51,1,Hong Kong,Bulawayo,2022-07-14
MS Chapman,83,0,44,5,7,188.63,1,Scotland,Edinburgh,2022-07-29
RR Hendricks,83,0,44,11,2,188.63,2,West Indies,Johannesburg,2023-03-28
Litton Das,83,0,41,10,3,202.43,1,Ireland,Chattogram,2023-03-29
SA Yadav,83,0,44,10,4,188.63,2,West Indies,Providence,2023-08-08
FH Allen,83,0,53,4,6,156.6,1,England,Birmingham,2023-09-03
KS Leverock,83,0,43,7,6,193.02,1,Canada,Sandys Parish,2023-09-30
Abdul Waheed,83,0,58,10,1,143.1,1,Kuwait,Doha,2023-10-05
Babar Hayat,83,0,35,2,9,237.14,2,Malaysia,Al Amerat,2024-04-17
JC Buttler,83,0,45,8,6,184.44,2,West Indies,Bridgetown,2024-11-10
R Obuya,83,0,44,6,6,188.63,1,Rwanda,Rwanda,2024-12-05
TH David,83,0,52,4,8,159.61,1,South Africa,Darwin,2025-08-10
JC Buttler,83,0,30,8,7,276.66,1,South Africa,Manchester,2025-09-12
Sikandar Raza,82,1,40,7,5,205.0,1,U.S.A.,Bulawayo,2022-07-14
V Kohli,82,1,53,6,4,154.71,2,Pakistan,Melbourne,2022-10-23
SP Gomes,82,1,49,7,3,167.34,2,Gibraltar,Albergaria,2023-04-11
G Mckeon,82,1,45,11,4,182.22,2,Luxembourg,Marsa,2023-07-12
Sikandar Raza,82,1,35,3,9,234.28,2,Namibia,Windhoek,2023-10-25
BA King,82,1,52,8,5,157.69,1,England,St George's,2023-12-14
SD Hope,82,1,39,4,8,210.25,2,U.S.A.,Bridgetown,2024-06-21
D Ndikubwimana,82,1,58,9,0,141.37,1,Sierra Leone,Abuja,2025-12-12
SA Yadav,82,1,37,9,4,221.62,2,New Zealand,Raipur,2026-01-23
AK Markram,82,1,46,7,4,178.26,2,West Indies,Ahmedabad,2026-02-26
DJ Malan,82,0,49,7,4,167.34,1,Australia,Canberra,2022-10-12
Sikandar Raza,82,0,48,5,5,170.83,1,Ireland,Hobart,2022-10-17
Bilal Masud,82,0,33,5,7,248.48,2,Gibraltar,Gibraltar,2023-09-30
Pargat Singh,82,0,60,7,2,136.66,1,Cayman,Hamilton,2023-10-04
Sikandar Raza,82,0,48,1,8,170.83,1,Kenya,Windhoek,2023-11-30
N Pooran,82,0,45,6,6,182.22,1,England,St George's,2023-12-16
S Chandramohan,82,0,55,11,3,149.09,1,Maldives,Bangkok,2024-02-02
A Mansale,82,0,50,8,3,164.0,1,Fiji,Apia (No 2),2024-08-19
DA Miller,82,0,40,4,8,205.0,1,Pakistan,Durban,2024-12-10
T Manders,82,0,52,5,6,157.69,1,Bahamas,Buenos Aires,2024-12-15
Abdul Waheed,82,0,52,7,3,157.69,1,Malaysia,Kuala Lumpur,2025-04-26
Muhammad Waseem,82,0,42,9,5,195.23,2,Bangladesh,Sharjah,2025-05-19
Luka Woods,82,0,49,9,2,167.34,2,Croatia,Szodliget,2025-08-31
I Liyanage,82,0,42,7,4,195.23,1,Bahrain,Doha,2026-02-11
TLW Cooper,81,1,42,11,2,192.85,1,Uganda,Bulawayo,2022-07-14
HC Brook,81,1,35,8,5,231.42,1,Pakistan,Karachi,2022-09-23
Faisal Khan,81,1,32,9,6,253.12,2,Bahrain,Al Amerat,2022-11-20
SA Edwards,81,1,40,4,4,202.5,1,U.S.A.,Utrecht,2024-08-25
Chirag Suri,81,0,54,9,2,150.0,1,Germany,Al Amerat,2022-02-19
H Klaasen,81,0,46,7,5,176.08,2,India,Cuttack,2022-06-12
Nizakat Khan,81,0,55,8,2,147.27,2,Singapore,Bulawayo,2022-07-15
K Kadowaki-Fleming,81,0,40,6,5,202.5,1,Indonesia,Sano,2022-10-10
M Coetzee,81,0,48,14,1,168.75,1,Kuwait,Mulpani,2023-10-30
CO Obuya,81,0,54,4,6,150.0,1,Tanzania,Windhoek,2023-11-25
DA Warner,81,0,49,9,3,165.3,2,West Indies,Perth,2024-02-13
Nizakat Khan,81,0,48,5,4,168.75,1,Japan,Mong Kok,2024-02-17
Sami Sohail,81,0,55,6,4,147.27,2,Kenya,Nairobi,2024-07-04
AGS Gous,81,0,50,4,6,162.0,1,Namibia,Windhoek,2024-10-01
Adil Butt,81,0,43,8,4,188.37,1,St Helena,Abuja,2024-11-24
Muhammad Waseem,81,0,46,5,6,176.08,1,Qatar,Doha,2024-11-26
K Bhurtel,81,0,50,6,6,162.0,2,Kuwait,Mong Kok,2025-04-10
BJ Bennett,81,0,57,12,0,142.1,1,Sri Lanka,Harare,2025-09-03
Adil Butt,81,0,30,10,6,270.0,1,Mozambique,Malkerns,2025-09-13
JC Buttler,80,1,49,9,3,163.26,2,India,Adelaide,2022-11-10
Sohail Ahmed,80,1,37,9,4,216.21,1,Canada,Al Amerat,2022-11-14
N Davin,80,1,44,8,4,181.81,2,Zimbabwe,Windhoek,2023-10-24
Luqman Butt,80,1,53,10,3,150.94,1,Saudi Arabia,Bangkok,2024-02-11
Muhammad Tanveer,80,1,46,5,6,173.91,2,Hong Kong,Doha,2024-02-29
AGS Gous,80,1,47,5,5,170.21,2,South Africa,North Sound,2024-06-19
JW Jenner,80,1,31,9,5,258.06,2,Guernsey,Castel,2024-06-22
R Mazumder,80,1,62,9,1,129.03,1,Croatia,Zagreb,2025-08-07
Sahibzada Farhan,80,1,45,6,5,177.77,2,Sri Lanka,Rawalpindi,2025-11-22
Muhammad Amir,80,0,52,8,3,153.84,1,Bahrain,Mong Kok,2023-03-09
Kuldeep,80,0,31,6,8,258.06,2,Malta,Gibraltar,2023-05-06
Muhammad Waseem,80,0,38,4,8,210.52,1,Oman,Doha,2023-09-16
SI Runsewe,80,0,62,5,2,129.03,1,Ghana,Lagos,2023-10-10
SA Yadav,80,0,42,9,4,190.47,2,Australia,Visakhapatnam,2023-11-23
N Davin,80,0,59,8,2,135.59,1,Rwanda,Windhoek,2023-11-25
KH Abe,80,0,34,6,6,235.29,1,Mongolia,Sano,2024-05-08
L Yamamoto-Lake,80,0,40,10,2,200.0,1,Mongolia,Sano,2024-05-12
Rahmanullah Gurbaz,80,0,56,5,5,142.85,1,New Zealand,Providence,2024-06-07
TM Head,80,0,25,12,5,320.0,2,Scotland,Edinburgh,2024-09-04
R Chopra,80,0,51,8,4,156.86,1,Thailand,Doha,2024-11-23
I Danladi,80,0,45,10,2,177.77,1,Botswana,Abuja,2024-11-28
Basir Ahamad,80,0,43,8,4,186.04,2,Kuwait,Mong Kok,2025-04-13
Mansoor Safi,80,0,28,8,6,285.71,1,Slovenia,Graz,2025-05-18
AS Samra,80,0,44,6,5,181.81,1,Indonesia,Bali,2025-07-06
FH Allen,80,0,38,8,6,210.52,2,India,Thiruvananthapuram,2026-01-31
Babar Azam,79,1,53,11,0,149.05,2,New Zealand,Christchurch,2022-10-08
TL Seifert,79,1,43,3,6,183.72,2,Sri Lanka,Dunedin,2023-04-05
MR Marsh,79,1,39,8,6,202.56,2,South Africa,Durban,2023-09-01
SI Runsewe,79,1,55,7,2,143.63,1,Sierra Leone,Lagos,2023-10-05
AP Yadav,79,1,40,11,3,197.5,2,Maldives,Bangkok,2024-02-15
Sami Sohail,79,1,39,7,5,202.56,1,Rwanda,Nairobi,2024-06-28
O Manishimwe,79,1,53,8,4,149.05,1,Kenya,Nairobi,2024-07-03
Haider Butt,79,1,38,2,8,207.89,1,Cambodia,Doha,2024-11-26
A Dizija,79,1,41,7,6,192.68,2,Slovenia,Belgrade,2025-06-07
R Powell,79,1,45,9,4,175.55,2,England,Southampton,2025-06-10
Bilal Zalmai,79,1,39,7,6,202.56,2,Norway,Stockholm,2025-08-10
NG Collins,79,0,54,7,3,146.29,1,Estonia,Kerava,2022-06-19
BKG Mendis,79,0,44,5,5,179.54,1,Netherlands,Geelong,2022-10-20
AR Patwa,79,0,47,11,2,168.08,1,Eswatini,Rwanda,2022-12-06
G Mckeon,79,0,43,5,5,183.72,1,Luxembourg,Marsa,2023-07-11
BA King,79,0,45,6,6,175.55,1,South Africa,Kingston,2024-05-23
P Nissanka,79,0,48,7,4,164.58,2,India,Pallekele,2024-07-27
D Long Martinez,79,0,50,7,4,158.0,1,Croatia,Zagreb,2024-08-04
Luqman Butt,79,0,40,7,6,197.5,2,Bahrain,Doha,2024-11-26
Asif Khan,79,0,53,3,5,149.05,2,Saudi Arabia,ICCA Dubai,2024-12-19
Abhishek Sharma,79,0,34,5,8,232.35,2,England,Eden Gardens,2025-01-22
LI Salomone,79,0,49,12,2,161.22,2,Eswatini,Malkerns,2025-09-12
SR Mukkamalla,79,0,51,5,4,154.9,1,Netherlands,Chennai,2026-02-13
D Cleaver,78,1,55,5,4,141.81,1,Ireland,Belfast,2022-07-20
A Randhawa,78,1,45,9,3,173.33,1,Bulgaria,Vantaa,2022-07-30
Mohammad Rizwan,78,1,57,6,1,136.84,1,Hong Kong,Sharjah,2022-09-02
DJ Malan,78,1,47,8,3,165.95,1,Pakistan,Lahore,2022-10-02
Mohammad Rizwan,78,1,50,7,2,156.0,1,Bangladesh,Christchurch,2022-10-07
Sohail Ahmed,78,1,57,6,3,136.84,1,Saudi Arabia,Al Amerat,2022-11-16
A Turay,78,1,72,8,1,108.33,1,Ghana,Benoni,2023-12-17
AE Paraam,78,1,46,7,3,169.56,2,Malaysia,Bangi,2024-09-03
IK Gamantika,78,1,47,6,4,165.95,1,Myanmar,Bali,2024-11-17
Isa Zaroo,78,1,42,8,5,185.71,2,Gibraltar,Sofia,2025-07-13
JP Inglis,78,1,33,7,5,236.36,2,West Indies,Kingston,2025-07-22
GA Priandana,78,1,50,7,4,156.0,2,Cambodia,Bali,2025-12-27
Zahir Mohammed,78,0,42,6,6,185.71,2,Romania,Marsa,2022-05-12
S Ssesazi,78,0,48,7,4,162.5,1,P.N.G.,Bulawayo,2022-07-12
AJ Mosca,78,0,49,7,2,159.18,1,Croatia,Kerava,2022-07-16
LJ Tucker,78,0,38,7,5,205.26,2,South Africa,Bristol,2022-08-03
AR Ramjani,78,0,45,7,2,173.33,1,Mozambique,Benoni,2022-09-18
K Kadowaki-Fleming,78,0,42,5,6,185.71,1,Singapore,Bangkok,2024-02-11
K Kadowaki-Fleming,78,0,53,6,5,147.16,1,Hong Kong,Mong Kok,2024-02-14
JP Kotze,78,0,51,8,4,152.94,1,Oman,Al Amerat,2024-04-05
A Sharafu,78,0,41,10,4,190.24,1,Bahrain,Al Amerat,2024-04-13
Fakhar Zaman,78,0,40,6,6,195.0,2,Ireland,Dublin,2024-05-12
I Liyanage,78,0,49,7,3,159.18,1,Bahrain,Doha,2024-11-25
HG Munsey,78,0,39,5,6,200.0,1,Nepal,Glasgow,2025-06-20
H Lakov,78,0,29,9,4,268.96,2,Turkey,Sofia,2025-07-12
Fiaz Ahmed,78,0,42,3,7,185.71,1,Rwanda,Rwanda,2025-07-22
HC Brook,78,0,35,6,5,222.85,1,New Zealand,Christchurch,2025-10-20
MS Chapman,78,0,28,6,7,278.57,1,West Indies,Auckland,2025-11-06
GD Phillips,78,0,40,4,6,195.0,2,India,Nagpur,2026-01-21
DM Nakrani,77,1,39,8,3,197.43,2,Namibia,Windhoek,2022-04-09
MJ Santner,77,1,42,9,4,183.33,2,Netherlands,The Hague,2022-08-05
Afif Hossain,77,1,55,7,3,140.0,1,U.A.E.,Dubai (DICS),2022-09-25
Mohammad Nadeem,77,1,41,4,6,187.8,2,Canada,Al Amerat,2022-11-16
Faheem Nazir,77,1,48,7,4,160.41,2,Romania,Marsa,2023-07-13
RD Gaikwad,77,1,47,11,1,163.82,1,Zimbabwe,Harare,2024-07-07
A Sharafu,77,1,58,6,4,132.75,2,Bahrain,Doha,2024-11-28
Karanbir Singh,77,1,38,4,8,202.63,2,Czech Rep.,Vinor,2025-06-08
M Gogev,77,1,38,6,6,202.63,2,Turkey,Sofia,2025-07-10
Fakhar Zaman,77,1,44,10,2,175.0,1,U.A.E.,Sharjah,2025-09-04
RD Rickelton,77,1,36,9,3,213.88,2,West Indies,Centurion,2026-01-29
SV Samson,77,0,42,9,4,183.33,1,Ireland,Dublin (Malahide),2022-06-28
A Mutreja,77,0,45,3,7,171.11,1,P.N.G.,Singapore,2022-07-02
DJ Malan,77,0,39,6,5,197.43,1,India,Nottingham,2022-07-10
PR Stirling,77,0,41,10,4,187.8,2,Bangladesh,Chattogram,2023-03-31
Shubman Gill,77,0,47,3,5,163.82,2,West Indies,Lauderhill,2023-08-12
Faisal Khan,77,0,60,7,4,128.33,1,Indonesia,Bangkok,2024-02-05
Abdul Waheed,77,0,51,10,1,150.98,1,Hong Kong,Al Amerat,2024-04-14
A Balbirnie,77,0,55,10,2,140.0,2,Pakistan,Dublin,2024-05-10
MG Erasmus,77,0,49,10,1,157.14,2,U.S.A.,Windhoek,2024-10-01
T Suri,77,0,47,10,2,163.82,1,Kuwait,ICCA Dubai,2024-12-16
DMW Rawlins,77,0,57,6,4,135.08,1,Bahamas,King City (NE),2025-06-13
V Ravindran,77,0,36,8,5,213.88,1,Slovenia,Szodliget,2025-06-21
Aslam Khan,77,0,40,8,6,192.5,1,Singapore,Singapore,2025-07-23
Anshuman Rath,77,0,52,11,0,148.07,1,Singapore,Singapore,2025-07-24
Asif Khan,77,0,35,6,6,220.0,2,Pakistan,Sharjah,2025-08-30
Adil Butt,77,0,38,6,7,202.63,1,Mozambique,Malkerns,2025-09-13
JN Frylinck,77,0,31,8,6,248.38,1,Zimbabwe,Bulawayo,2025-09-18
SC Williams,77,0,45,10,2,171.11,2,Namibia,Bulawayo,2025-09-18
Ishan Kishan,77,0,40,10,3,192.5,1,Pakistan,Colombo (RPS),2026-02-15
Zeeshan Maqsood,76,1,44,6,5,172.72,2,Canada,Al Amerat,2022-02-19
BA Pai,76,1,58,7,1,131.03,1,Belgium,Gent,2022-06-28
MTMMJ Ave,76,1,59,3,4,128.81,2,Samoa,Port vila,2022-09-13
Meet Bhavsar,76,1,49,6,4,155.1,2,Bahrain,Doha,2023-09-16
SA Jumbe,76,1,46,6,4,165.21,1,Rwanda,Windhoek,2023-11-29
Shaheryar Butt,76,1,42,3,8,180.95,2,Guernsey,Waterloo,2024-06-09
F Damiao Couana,76,1,50,9,2,152.0,2,Gambia,Nairobi (Ruaraka),2024-10-24
Walid Ghauri,76,1,47,9,3,161.7,1,Sweden,Stockholm,2025-08-09
Sohail Ahmed,76,1,57,4,4,133.33,1,Bhutan,Gelephu,2025-12-12
SE Rutherford,76,1,42,2,7,180.95,1,England,Wankhede,2026-02-11
GD Phillips,76,1,36,4,6,211.11,2,Canada,Chennai,2026-02-17
MD Shanaka,76,1,31,2,8,245.16,2,Pakistan,Pallekele,2026-02-28
Ishan Kishan,76,0,48,11,3,158.33,1,South Africa,Delhi,2022-06-09
G Mckeon,76,0,54,8,1,140.74,1,Czech Rep.,Kerava,2022-07-24
SA Yadav,76,0,44,8,4,172.72,2,West Indies,Basseterre,2022-08-02
GD Phillips,76,0,41,4,6,185.36,1,West Indies,Kingston,2022-08-12
G Stewart,76,0,33,2,9,230.3,1,Germany,Almeria,2022-11-04
A Shreshta,76,0,49,8,1,155.1,1,Eswatini,Kigali,2022-12-04
Saqlain Arshad,76,0,41,11,3,185.36,1,Saudi Arabia,Doha,2023-10-04
Rahmanullah Gurbaz,76,0,45,4,4,168.88,1,Uganda,Providence,2024-06-03
TM Head,76,0,43,9,4,176.74,2,India,Gros Islet,2024-06-24
V Kohli,76,0,59,6,2,128.81,1,South Africa,Bridgetown,2024-06-29
T Stubbs,76,0,42,8,3,180.95,1,West Indies,Tarouba,2024-08-23
RD Rickelton,76,0,48,3,6,158.33,2,Ireland,Abu Dhabi,2024-09-27
Asif Ali,76,0,40,7,6,190.0,2,Hong Kong,Kuala Lumpur,2025-03-11
Anshuman Rath,76,0,48,7,4,158.33,1,Kuwait,Mong Kok,2025-04-09
MD Patel,76,0,45,5,4,168.88,1,Cayman,George Town,2025-04-19
Litton Das,76,0,50,1,5,152.0,1,Sri Lanka,Dambulla,2025-07-13
H Deshan,76,0,47,6,4,161.7,1,Estonia,Tallinn,2025-08-03
K Mishara,76,0,48,6,3,158.33,1,Pakistan,Rawalpindi,2025-11-27
Selim Salau,76,0,49,2,5,155.1,1,Rwanda,Abuja,2025-12-13
Ishan Kishan,76,0,32,11,4,237.5,2,New Zealand,Raipur,2026-01-23
Salman Agha,76,0,40,8,4,190.0,1,Australia,Lahore,2026-01-31
A Balbirnie,75,1,49,7,3,153.06,2,Oman,Al Amerat,2022-02-12
HE van der Dussen,75,1,46,7,5,163.04,2,India,Delhi,2022-06-09
Usman Patel,75,1,47,6,4,159.57,2,Bahrain,Al Amerat,2022-08-14
K Motlhanka,75,1,59,8,1,127.11,1,Rwanda,Nairobi (Gym),2023-06-10
Mohammad Rizwan,75,1,46,6,4,163.04,2,Ireland,Dublin,2024-05-12
Usman Khalid,75,1,48,7,4,156.25,2,Qatar,ICCA Dubai,2024-12-15
Luqman Butt,75,1,44,9,4,170.45,2,Indonesia,Bali,2025-06-12
TB Robinson,75,1,57,6,3,131.57,1,South Africa,Harare,2025-07-16
Virandeep Singh,75,1,45,7,4,166.66,2,Hong Kong,Singapore,2025-07-22
P Nissanka,75,0,53,11,0,141.5,1,India,Dharamsala,2022-02-26
Abhijeet Ahuja,75,0,52,5,2,144.23,2,Czech Rep.,Marsa,2022-05-15
DA Warner,75,0,41,10,3,182.92,1,West Indies,Brisbane,2022-10-07
Muhammad Waseem,75,0,50,8,3,150.0,1,Afghanistan,Abu Dhabi,2023-02-19
Sami Sohail,75,0,51,6,2,147.05,1,Eswatini,Benoni,2023-05-27
SA Engelbrecht,75,0,40,7,5,187.5,1,Namibia,Kirtipur,2024-02-29
HG Munsey,75,0,49,9,3,153.06,1,U.A.E.,Dubai (DICS),2024-03-11
Babar Azam,75,0,42,6,5,178.57,2,Ireland,Dublin,2024-05-14
RN Patel,75,0,37,8,3,202.7,1,Malawi,Nairobi,2024-07-04
CV Anto,75,0,42,3,6,178.57,1,Mongolia,Kuala Lumpur,2024-08-30
SA Yadav,75,0,35,8,5,214.28,1,Bangladesh,Hyderabad,2024-10-12
Zeeshan Ali,75,0,48,8,4,156.25,1,Samoa,Singapore,2025-07-19
TL Seifert,75,0,45,9,1,166.66,1,Zimbabwe,Harare,2025-07-24
TW Nightingale,75,0,51,9,2,147.05,1,P.N.G.,Castel,2025-08-14
Abhishek Sharma,75,0,37,6,5,202.7,1,Bangladesh,Dubai (DICS),2025-09-24
Hamza Khan,75,0,58,2,5,129.31,1,Sierra Leone,Abuja,2025-12-12
SO Hetmyer,75,0,42,8,3,178.57,1,South Africa,Centurion,2026-01-29
SD Hope,75,0,46,6,4,163.04,1,Italy,Eden Gardens,2026-02-19
KH Prajapati,74,1,56,5,4,132.14,2,Canada,Al Amerat,2022-02-19
SS Iyer,74,1,44,6,4,168.18,2,Sri Lanka,Dharamsala,2022-02-26
MD Shanaka,74,1,38,9,2,194.73,1,India,Dharamsala,2022-02-27
A Vala,74,1,51,8,1,145.09,2,Malaysia,Kirtipur,2022-04-01
N Pooran,74,1,39,5,5,189.74,2,Bangladesh,Providence,2022-07-07
PA Raikes,74,1,59,7,1,125.42,1,Portugal,Albergaria,2023-04-11
N Nipiko,74,1,50,2,4,148.0,2,Japan,Port Moresby,2023-07-28
US Hathinjar,74,1,53,5,3,139.62,2,Indonesia,Bali,2023-11-22
Asif Khan,74,1,48,4,6,154.16,2,Kuwait,Al Amerat,2024-04-12
AS Samra,74,1,54,8,1,137.03,1,South Korea,Incheon,2024-10-01
OJR Groves,74,1,47,7,4,157.44,1,Serbia,Belgrade,2025-06-07
Bilal Zalmai,74,1,44,6,4,168.18,2,Romania,Szodliget,2025-07-25
BKG Mendis,74,1,52,10,0,142.3,2,Afghanistan,Abu Dhabi,2025-09-18
AA Jangoo,74,1,45,5,6,164.44,2,Nepal,Sharjah,2025-09-30
T Marumani,74,1,61,3,2,121.31,2,Namibia,Harare,2025-10-04
Shah Abrar Hussain,74,1,45,6,5,164.44,1,Indonesia,Bali,2025-12-26
A Sharma,74,1,53,6,3,139.62,2,Canada,Delhi,2026-02-13
P Kurup,74,0,48,6,2,154.16,1,Philippines,Al Amerat,2022-02-22
RR Hendricks,74,0,53,10,1,139.62,1,Ireland,Bristol,2022-08-03
MA Baig,74,0,58,11,0,127.58,2,Tanzania,Benoni,2022-09-20
P Nissanka,74,0,60,6,2,123.33,1,U.A.E.,Geelong,2022-10-18
CO Obuya,74,0,39,3,8,189.74,2,Botswana,Rwanda,2022-11-24
T Manders,74,0,41,9,4,180.48,1,Argentina,Buenos Aires,2023-02-26
YSD Seneveratne,74,0,57,6,5,129.82,1,Bahamas,Buenos Aires,2023-02-28
Muhammad Waseem,74,0,39,4,7,189.74,1,Kuwait,Doha,2023-09-19
K Bhurtel,74,0,48,8,2,154.16,2,Singapore,Kirtipur,2023-10-30
FH Allen,74,0,41,7,5,180.48,1,Pakistan,Hamilton,2024-01-14
K Kadowaki-Fleming,74,0,48,9,3,154.16,1,Thailand,Bangkok,2024-02-02
M Coetzee,74,0,55,8,1,134.54,1,Qatar,Doha,2024-02-27
A Johnson,74,0,40,6,6,185.0,2,U.S.A.,Prairie View,2024-04-09
Q de Kock,74,0,40,7,5,185.0,1,U.S.A.,North Sound,2024-06-19
K Kadowaki-Fleming,74,0,56,7,1,132.14,1,South Korea,Incheon,2024-10-04
K Nitish Kumar Reddy,74,0,34,4,7,217.64,1,Bangladesh,Delhi,2024-10-09
SI Runsewe,74,0,53,7,2,139.62,1,Botswana,Abuja,2024-11-28
Mohammad Rizwan,74,0,62,5,3,119.35,2,South Africa,Durban,2024-12-10
AP Yadav,74,0,57,5,4,129.82,2,Saudi Arabia,Kuala Lumpur,2025-04-28
Bilal Zalmai,74,0,55,10,2,134.54,1,Switzerland,Latschach,2025-05-30
Sahibzada Farhan,74,0,41,4,6,180.48,1,Bangladesh,Lahore,2025-05-30
M Chadha,74,0,42,7,4,176.19,1,Indonesia,Bali,2025-06-14
Sahibzada Farhan,74,0,53,3,5,139.62,1,West Indies,Lauderhill,2025-08-03
Abhishek Sharma,74,0,39,6,5,189.74,2,Pakistan,Dubai (DICS),2025-09-21
Karanbir Singh,74,0,44,4,7,168.18,2,Romania,Ilfov County,2025-10-19
TH David,74,0,38,8,5,194.73,1,India,Hobart,2025-11-02
Babar Azam,74,0,52,7,2,142.3,1,Zimbabwe,Rawalpindi,2025-11-23
Tenjin Rabgey,74,0,56,9,3,132.14,1,Myanmar,Gelephu,2025-12-29
DS Airee,73,1,53,8,1,137.73,2,Oman,Al Amerat,2022-02-11
M Spoors,73,1,55,8,2,132.72,2,Germany,Al Amerat,2022-02-22
SS Iyer,73,1,45,9,1,162.22,2,Sri Lanka,Dharamsala,2022-02-27
RA Sealy,73,1,32,3,6,228.12,2,Bahamas,George Town,2022-04-16
W Madhevere,73,1,61,8,1,119.67,2,Namibia,Bulawayo,2022-05-21
AM Tribe,73,1,45,1,7,162.22,1,U.S.A.,Bulawayo,2022-07-11
RR Patel,73,1,43,5,4,169.76,1,Nepal,Nairobi (Gym),2022-08-28
Sohail Ahmed,73,1,51,2,5,143.13,1,Vanuatu,Kuala Lumpur,2024-03-10
MD Patel,73,1,53,7,2,137.73,2,Oman,Al Amerat,2025-02-21
Tanzid Hasan,73,1,47,1,6,155.31,2,Sri Lanka,Colombo (RPS),2025-07-16
Saeed Ahmed,73,1,37,4,5,197.29,1,Hungary,Oslo,2025-08-17
C Bevin,73,1,63,5,2,115.87,1,Serbia,Szodliget,2025-08-31
K Mishara,73,1,43,6,3,169.76,2,Zimbabwe,Harare,2025-09-07
Sediqullah Atal,73,1,52,6,3,140.38,1,Hong Kong,Abu Dhabi,2025-09-09
R Mazumder,73,1,53,10,0,137.73,1,Serbia,Episkopi,2025-10-31
P Kurup,73,1,47,4,5,155.31,1,Indonesia,Bali,2025-11-19
T Banton,73,0,39,3,6,187.17,2,West Indies,Bridgetown,2022-01-26
P Nissanka,73,0,53,7,2,137.73,2,Australia,Sydney,2022-02-13
R Pathan,73,0,44,9,2,165.9,1,Philippines,Al Amerat,2022-02-18
Muhammad Muneeb,73,0,47,4,5,155.31,1,Malta,Gent,2022-06-11
MP O'Dowd,73,0,57,10,0,128.07,1,Uganda,Bulawayo,2022-07-14
KR Mayers,73,0,50,8,4,146.0,1,India,Basseterre,2022-08-02
DA Warner,73,0,44,8,2,165.9,2,England,Perth,2022-10-09
JC Buttler,73,0,47,7,2,155.31,1,New Zealand,Brisbane,2022-11-01
Zubaidi Zulkifle,73,0,53,7,2,137.73,1,Bahrain,Bangi,2022-12-15
Litton Das,73,0,57,10,1,128.07,1,England,Mirpur,2023-03-14
BKG Mendis,73,0,48,6,5,152.08,1,New Zealand,Queenstown,2023-04-08
OJ Hairs,73,0,36,8,5,202.77,1,Germany,Edinburgh (Golden),2023-07-20
JM Bairstow,73,0,41,5,6,178.04,1,New Zealand,Nottingham,2023-09-05
Nizakat Khan,73,0,51,7,2,143.13,2,Saudi Arabia,Al Amerat,2024-04-14
LJ Tucker,73,0,41,13,1,178.04,1,Pakistan,Dublin,2024-05-14
TW Nightingale,73,0,47,5,4,155.31,1,Belgium,Waterloo,2024-06-09
N Nipiko,73,0,52,6,3,140.38,2,Samoa,Apia (No 2),2024-08-20
A Sharafu,73,0,33,8,4,221.21,1,Namibia,Windhoek,2024-09-29
BKG Mendis,73,0,51,5,3,143.13,2,Bangladesh,Pallekele,2025-07-10
PA Raikes,73,0,33,4,8,221.21,1,Bulgaria,Sofia,2025-07-11
MWR Stokes,73,0,51,8,1,143.13,1,Switzerland,Castel,2025-08-30
